PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,tree_ID,climate
-1.9998523463086217,2.365001703489744,-0.6654271869971556,-3.4443064820603273,0.36027542646780447,-0.8086118686872429,-0.31717672485281384,-0.20172658529318843,-0.1441752951012555,-0.1269465635104493,-0.9088317467740784,0.45827642796774015,-0.07821842835541247,0.07421328557369555,-0.159182605725115,0.34620095112915944,-0.3920554568759101,BE_1_1,Scenario 1
0.19576608104532747,-0.4343052854560179,-2.1476631023836705,0.06447703275042357,-0.9536681300311328,-0.1795516442762415,-0.060483621501149,0.6858000490082673,-0.9653863759682241,0.18934583840202263,0.7393840265090911,-0.19119465463502186,1.4781281734174918,0.6386377785598104,-0.24296469620255562,0.20771139719115078,-0.02650502135160152,BE_1_2,Scenario 1
-1.596079757166276,0.43836529071955926,-1.0086338380372613,-0.4431998130618754,-0.3398773890098461,-1.1060701886211224,1.8031736645145433,-1.7448738176964746,0.022584616742078407,-0.6805971839599875,0.8624960663679679,0.4679069408188376,1.5258074608273857,0.17758488416623025,0.218106336314868,0.039670427345123487,-0.5661922713791534,BE_1_3,Scenario 1
-2.69399754530551,0.7791855491723602,0.5847657203318049,2.484187426193839,-0.8921650827840963,-0.24858172602144926,-0.7942865059132582,0.3301924236578716,0.12052392727870638,-0.020105258233647765,-0.21018077373086205,0.28751861105952736,1.0972338650655067,0.10209270003310121,-0.06599028509849827,-0.07141793421752145,-0.21634519212013795,BE_1_4,Scenario 1
2.32000387244459,0.3975759504927914,-0.9138423380349864,0.3519041337662404,-0.27852258533141344,-0.617716402537695,-0.1658936989686575,0.5122682963699096,0.5938633695434232,-1.901706299130888,-0.0956465402227706,-0.30913056895950203,0.0890891802408105,-0.23810957698881619,0.17679920360601217,0.5216150380143261,-0.30232778672838334,BE_1_5,Scenario 1
0.10501120987257545,4.753152447951635,2.2012642807465905,-0.36288912459808875,0.052753033992079895,-1.0930799042219745,1.0935619943785937,0.5501433976692096,0.2115060587359626,-1.1531324525403879,-0.9383935133827432,-1.2666282688816493,0.4212798611231952,0.5304283958511286,-0.1810781791429082,-0.3754341016444154,0.16515057016809165,BE_1_6,Scenario 1
3.489112714402369,1.6447329310720236,-0.5032318206107489,-0.15583999553731628,0.8698090438066792,-1.717615908693495,1.1915623075883355,-1.0341685157864537,-0.023170707687292375,0.00021424520656324893,0.19992088978476125,-1.0108626000739918,0.8387474614327809,0.0318424629760556,-0.10107641727047391,-0.002740942596880766,0.10917108400007801,BE_2_7,Scenario 2
-1.3453136213300403,-0.841902972388041,2.013597538030614,-0.0667407530175576,2.3316367635951667,-0.9647105507345151,1.4822615631802167,-0.054555900124907276,-0.5001112091753156,0.4954133660344082,-0.6949318624009485,0.16260451595940778,0.7484170264030259,-0.5547657284108967,0.07540751389786068,-0.060034886726789666,-0.012795164469574419,BE_2_8,Scenario 2
-2.2021044680491633,4.120621464134547,0.6375679785618962,1.102089484090227,0.3429484907261231,2.3111802613291825,0.20361865624685196,-0.2207382110678972,1.0389305713503627,0.05458603024517602,0.8408471202611267,0.17750393210406976,0.38422040255237494,-0.11151421954708245,0.3641802517073649,0.32956487787921257,-0.3262981587193905,BE_2_9,Scenario 2
2.803041309251249,-0.9261042023664774,-0.02006541801451881,2.5393323850286853,-0.796215388545479,-1.3241079810997993,1.0479654228000383,1.3215375955032458,0.2515963736338064,0.12463276937033901,0.1467209118129499,0.03892255584846506,0.22481796545461502,-0.4658671639996283,-0.741660082778066,0.011212204300625847,-0.08567776663145535,BE_2_10,Scenario 2
3.7644207308508,-0.060697115016516576,1.7091747600724347,1.9258390896946969,-0.38508138094957917,-0.21596912190517398,2.388071720088367,-0.3787027777228416,-0.03261179639774661,0.567118489819653,0.8709324658027522,0.5593840826810951,0.5315348091668908,-0.614787139129601,-0.5270208071306718,0.7286170272303666,0.05706241893512199,BE_2_11,Scenario 2
