LD1,LD2,LD3,tree_ID,climate
0.7283369995719065,-1.2526341571715267,0.5357194947533047,BE_1_1,Scenario 1
1.0756335961483952,-3.625100966413439,-0.717971409975458,BE_1_2,Scenario 1
0.5780757157600209,-1.9069638228576655,0.6755294396451603,BE_1_3,Scenario 1
1.3091240197400074,-1.6734112703005994,-0.5834912447420206,BE_1_4,Scenario 1
0.3622401404239614,-0.7741555970777398,0.07325503163228858,BE_1_5,Scenario 1
-0.567122542159599,-0.6814563630962314,1.803884012537319,BE_1_6,Scenario 1
1.70721227282381,1.7149249699983915,2.4046501473339945,BE_2_7,Scenario 2
2.2324894128153643,0.7850448473374413,1.0111769836596405,BE_2_8,Scenario 2
1.7096359933760514,2.7764625380314625,0.47752413351904294,BE_2_9,Scenario 2
1.815072573734866,1.7884578028502434,1.0343554838999247,BE_2_10,Scenario 2
2.7521018376141044,2.9468540348120293,1.803777839913521,BE_2_11,Scenario 2
2.258335454834622,1.1377476549354861,0.9855384065721678,BE_2_12,Scenario 2
2.533408616089196,-0.5583113723959832,-2.256863143569414,BE_3_13,Scenario 3
3.4135828197193754,-0.1589595198936715,-0.2308323325882774,BE_3_14,Scenario 3
2.1158201925162423,0.10018460545948425,-0.39480603710212325,BE_3_15,Scenario 3
1.2934770046627695,1.0579448180530833,-1.068473045994072,BE_3_16,Scenario 3
1.072038256421093,0.5218462323737755,-1.4747294687371462,BE_3_17,Scenario 3
2.3457358166808318,-1.261466368976217,-3.196465584367968,BE_3_18,Scenario 3
-1.104655638480032,-0.7694071656154131,0.25941484333487363,BE_4_19,Scenario 4
-2.0339546511354456,1.5964530442276381,-1.2983033504620953,BE_4_20,Scenario 4
-1.6434688533410027,0.896092675603762,0.21376160026035065,BE_4_21,Scenario 4
-0.621369590692593,0.7034051139253377,-1.8885033829704858,BE_4_22,Scenario 4
-1.395219184985861,0.5507222142718936,-1.1422048591940142,BE_4_23,Scenario 4
-1.9950767163324543,0.5916356829524942,-1.4493725587345776,BE_4_24,Scenario 4
0.39440055138173097,-1.6638914809256762,1.4318992585211572,BE_5_25,Scenario 1
1.073176554172565,-1.0177402578440828,0.0445474121617172,BE_5_26,Scenario 1
0.06445926374375316,-0.9096430662896616,0.5606240536807525,BE_5_27,Scenario 1
-0.5058933376732769,-0.9172110129408102,1.3569705865137238,BE_5_28,Scenario 1
0.05367750866956074,0.253760486895322,1.3675160499599213,BE_5_29,Scenario 1
-0.2538632184318176,-1.0241049784878744,-0.5277240533313987,BE_5_30,Scenario 1
0.880613713723789,2.5816453912516435,2.3041775776675935,BE_6_31,Scenario 2
0.5567747538869722,2.773875682808406,0.08968357792055104,BE_6_32,Scenario 2
2.246781531174612,2.2305531451801386,0.12536577454750716,BE_6_33,Scenario 2
0.5821485292774088,0.4387243825495743,0.6696497994038827,BE_6_34,Scenario 2
1.8946687156858544,-0.1785080662771818,0.4727088461526663,BE_6_35,Scenario 2
0.707907347729345,1.8468901834376206,-0.20859482152090436,BE_6_36,Scenario 2
2.145468106189553,-0.23586127954700536,-0.7632292393499281,BE_7_37,Scenario 3
0.8685938776994697,-0.5491858838261499,-1.4157247419937047,BE_7_38,Scenario 3
1.3821780141824807,0.15692779750997038,0.6467131464733554,BE_7_39,Scenario 3
1.56171852378921,0.1000083963016762,-1.881254314955279,BE_7_40,Scenario 3
1.3841498687642797,-0.6795293186568316,-0.7705351261961894,BE_7_41,Scenario 3
0.35951278142672083,0.6539320705833033,0.6353619191743642,BE_7_42,Scenario 3
-1.8774681341075552,0.8361315575427426,0.32773306088749593,BE_8_43,Scenario 4
-2.9909343788514273,-0.3645158620192225,1.1609550206800567,BE_8_44,Scenario 4
-1.664894300396866,0.7472401201240532,-1.3670577230266792,BE_8_45,Scenario 4
-2.7916541923738762,1.9519511408052441,-0.8608560761621129,BE_8_46,Scenario 4
-0.7816797648967889,0.9865505520537743,-0.3209551000700067,BE_8_47,Scenario 4
-2.4746588537665906,-1.0748541408886862,-0.11328056818732384,BE_8_48,Scenario 4
-1.5582275711958231,-2.341808611039751,1.6597974431038431,FR_9_49,Scenario 1
-2.144549207037587,-1.843682152872394,1.336595795822823,FR_9_50,Scenario 1
-1.2175280030928919,-0.05676187620516398,1.860062213541793,FR_9_51,Scenario 1
-1.9071300174061383,-1.575457188889517,0.9578474647770836,FR_9_52,Scenario 1
0.28550057134127566,-1.794849636893641,2.175667511832361,FR_9_53,Scenario 1
-2.091193311505635,-1.1221533479987091,0.20665365933680238,FR_9_54,Scenario 1
0.060656306692410886,0.23409037038973077,0.3128755072727146,FR_10_55,Scenario 2
0.6355467124590767,1.7820971622852022,-0.05760736428740105,FR_10_56,Scenario 2
-1.0672679353923782,1.8382164726003314,-0.4962478573790954,FR_10_57,Scenario 2
1.0277382464502747,0.5254014246722202,2.505684145713171,FR_10_58,Scenario 2
0.7995141367261809,-1.1035423329222402,1.0627901727973033,FR_10_59,Scenario 2
-0.4111639665118605,0.44579543659620846,-0.022434992139156302,FR_10_60,Scenario 2
0.8189265153385297,-0.5086254757670209,-2.744988888922633,FR_11_61,Scenario 3
1.8319144579787277,0.22927897699300964,-1.2820037915848743,FR_11_62,Scenario 3
1.1115347945457739,0.09739795699880076,-1.5078956296815587,FR_11_63,Scenario 3
0.5076250265263126,-0.006885001193337302,-0.7756147499704262,FR_11_64,Scenario 3
2.7901666886293115,-0.2875181787327746,-2.0721707345099905,FR_11_65,Scenario 3
-0.40932727336025065,-1.3039846678669174,-1.6445104880902301,FR_11_66,Scenario 3
-2.6803740603203594,1.6888234088708005,0.4146893137264801,FR_12_67,Scenario 4
-2.098793398839,-1.2020632613938567,1.1301741984272362,FR_12_68,Scenario 4
-2.4219315261469183,0.308343490559368,-1.152157990215512,FR_12_69,Scenario 4
-3.1276200539810355,2.3608804601690188,-0.06841529506158912,FR_12_70,Scenario 4
-2.39265275971978,0.1237874130529713,0.40304080456013025,FR_12_71,Scenario 4
-3.99004808983076,0.18729833845865132,-0.17145274568392066,FR_12_72,Scenario 4
-2.0551318214157757,-1.7907364515791195,0.43454002997356134,FR_13_73,Scenario 1
-1.3740848207451417,-1.6689451087313438,0.838696366856712,FR_13_74,Scenario 1
-1.5134654484602814,-1.6519846501270965,-0.25253258561080366,FR_13_75,Scenario 1
-1.479800714262591,-1.2028476815051907,2.396530831672972,FR_13_76,Scenario 1
-1.017224637591798,-1.6236172365344756,-1.9097694641833574,FR_13_77,Scenario 1
-0.6971054008844292,-1.8708678204030236,2.5316925552951206,FR_13_78,Scenario 1
1.342995852809831,0.598362148775553,2.444372544368859,FR_14_79,Scenario 2
2.5487922919229327,0.5447574691431307,1.0670984713394507,FR_14_80,Scenario 2
2.2645355150512163,-0.038491586766078216,0.23240810786605204,FR_14_81,Scenario 2
2.5873878273338375,2.2077078261574616,1.4295083834083302,FR_14_82,Scenario 2
1.207678084244527,-0.34353204552512057,0.3296728576069894,FR_14_83,Scenario 2
1.7155868055157804,-1.071881047489842,0.24439671516458206,FR_14_84,Scenario 2
2.221585928181662,-0.46663938786798154,-0.5377701224917208,FR_15_85,Scenario 3
1.394613255880859,-0.8107646181492969,-2.8944790543083814,FR_15_86,Scenario 3
2.0666028142735144,-1.2386600716062346,-0.9414154138411573,FR_15_87,Scenario 3
1.0344607398240069,-4.080295919737693,1.0453645389964918,FR_15_88,Scenario 3
2.295914314762471,0.5201440364625605,-0.47633920862808876,FR_15_89,Scenario 3
0.5765469347512178,-0.5229941248093961,-1.8133166305908166,FR_15_90,Scenario 3
-3.1618715251937703,1.4105488608541255,0.1381404156465741,FR_16_91,Scenario 4
-1.369664999792622,-0.22677907484999232,-0.5271299549613438,FR_16_92,Scenario 4
-1.858163607710306,2.5876812920434666,-0.0007661302576840269,FR_16_93,Scenario 4
-3.2270232273607755,0.8755459545538609,-2.0842928817071904,FR_16_94,Scenario 4
-4.273499972584187,1.2346442811589118,-1.148424651413027,FR_16_95,Scenario 4
-4.337617477702383,0.5065105862875023,-1.1178287411626284,FR_16_96,Scenario 4
